loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.834859311580658,0.9199583530426025,0.12261233478784561,0.9673333168029785
0.0797959640622139,0.9753124713897705,0.08620277047157288,0.9764999747276306
0.05242106691002846,0.9833958148956299,0.07920452207326889,0.9771666526794434
0.04133624583482742,0.9867916703224182,0.06972688436508179,0.9815833568572998
0.03319203853607178,0.9896041750907898,0.07983409613370895,0.9775833487510681
